block_id,block_name,service_name,rank_in_block
149,RANINAGAR II,Apply - Payment of WBSEDCL Electricity Bill,1
149,RANINAGAR II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
149,RANINAGAR II,Search - Status of Application of Swasthya Sathi Card,3
149,RANINAGAR II,Status of Application (Krishak Bandhu),4
149,RANINAGAR II,Apply - Krishak Bandhu Scheme,5
149,RANINAGAR II,Application for Income Certificates,6
150,JALANGI,Apply - Payment of WBSEDCL Electricity Bill,1
150,JALANGI,Apply - Krishak Bandhu Scheme,2
150,JALANGI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
150,JALANGI,Apply - Submission of Form for Electoral Roll,4
150,JALANGI,Application for Income Certificates,5
150,JALANGI,Status of Application (Krishak Bandhu),6
151,RAGHUNATHGANJ I,Apply - Payment of WBSEDCL Electricity Bill,1
151,RAGHUNATHGANJ I,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
151,RAGHUNATHGANJ I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
151,RAGHUNATHGANJ I,Modify - Add member / FPS of Ration Card Holder,4
151,RAGHUNATHGANJ I,Search - Application Status of Digital Ration Card Application,5
151,RAGHUNATHGANJ I,Application - Refund of e-Payment,6
152,RAGHUNATHGANJ II,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
152,RAGHUNATHGANJ II,Application for Income Certificates,2
152,RAGHUNATHGANJ II,Apply - Payment of WBSEDCL Electricity Bill,3
152,RAGHUNATHGANJ II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
152,RAGHUNATHGANJ II,Search - Application Status of Digital Ration Card Application,5
152,RAGHUNATHGANJ II,Search - Status of Application of Swasthya Sathi Card,6
153,SUTI I,Application for Income Certificates,1
153,SUTI I,Apply - Payment of WBSEDCL Electricity Bill,2
153,SUTI I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
153,SUTI I,Caste Certificate,4
153,SUTI I,Search - Status of Application of Swasthya Sathi Card,5
153,SUTI I,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
154,SUTI II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
154,SUTI II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
154,SUTI II,Apply - Payment of WBSEDCL Electricity Bill,3
154,SUTI II,Modify - Add member / FPS of Ration Card Holder,4
154,SUTI II,Apply - Rupashree Prakalpa,5
154,SUTI II,Search - Application Status of Digital Ration Card Application,6
155,SAGARDIGHI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
155,SAGARDIGHI,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
155,SAGARDIGHI,Application for Income Certificates,3
155,SAGARDIGHI,Search - Application Status of Digital Ration Card Application,4
155,SAGARDIGHI,Apply - Payment of WBSEDCL Electricity Bill,5
155,SAGARDIGHI,Status of Application (Krishak Bandhu),6
156,SAMSERGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
156,SAMSERGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
156,SAMSERGANJ,Apply - Payment of WBSEDCL Electricity Bill,3
156,SAMSERGANJ,Application for Income Certificates,4
156,SAMSERGANJ,Search - Application Status of Digital Ration Card Application,5
156,SAMSERGANJ,Apply - Submission of Form for Electoral Roll,6
157,FARAKKA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
157,FARAKKA,Apply - Payment of WBSEDCL Electricity Bill,2
157,FARAKKA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
157,FARAKKA,Modify - Add member / FPS of Ration Card Holder,4
157,FARAKKA,Apply - New Digital Ration Card,5
157,FARAKKA,Search - Application Status of Digital Ration Card Application,6
158,KANDI,Apply - Payment of WBSEDCL Electricity Bill,1
158,KANDI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
158,KANDI,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
158,KANDI,Search - Application Status of Digital Ration Card Application,4
158,KANDI,Application for Income Certificates,5
158,KANDI,Apply - Submission of Form for Electoral Roll,6
159,KHARGRAM,Apply - Krishak Bandhu Scheme,1
159,KHARGRAM,Application for Income Certificates,2
159,KHARGRAM,Apply - Payment of WBSEDCL Electricity Bill,3
159,KHARGRAM,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
159,KHARGRAM,Apply - Local Residence (Domicile) Certificate,5
159,KHARGRAM,Caste Certificate,6
160,BURWAN,Apply - Payment of WBSEDCL Electricity Bill,1
160,BURWAN,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
160,BURWAN,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
160,BURWAN,Application for Income Certificates,4
160,BURWAN,Caste Certificate,5
160,BURWAN,Apply - Krishak Bandhu Scheme,6
161,BHARATPUR I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
161,BHARATPUR I,Apply - Payment of WBSEDCL Electricity Bill,2
161,BHARATPUR I,Application for Income Certificates,3
161,BHARATPUR I,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
161,BHARATPUR I,Search - Application Status of Digital Ration Card Application,5
161,BHARATPUR I,Apply - Samajik Suraksha Yojana Application ,6
162,BHARATPUR II,Apply - Payment of WBSEDCL Electricity Bill,1
162,BHARATPUR II,Search - Application Status of Digital Ration Card Application,2
162,BHARATPUR II,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
162,BHARATPUR II,Search - GRN Information,4
162,BHARATPUR II,Payment History - WBSEDCL,5
162,BHARATPUR II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
163,MURSHIDABAD JIAGANJ,Apply - Payment of WBSEDCL Electricity Bill,1
163,MURSHIDABAD JIAGANJ,Application for Income Certificates,2
163,MURSHIDABAD JIAGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
163,MURSHIDABAD JIAGANJ,Apply - GP Certificate,4
163,MURSHIDABAD JIAGANJ,Search - Download of e-Ration Card,5
163,MURSHIDABAD JIAGANJ,Search - Status of Application of Swasthya Sathi Card,6
164,BHAGAWANGOLA I,Apply - Payment of WBSEDCL Electricity Bill,1
164,BHAGAWANGOLA I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
164,BHAGAWANGOLA I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
164,BHAGAWANGOLA I,Search - Download of e-Ration Card,4
164,BHAGAWANGOLA I,Apply - Submission of Form for Electoral Roll,5
164,BHAGAWANGOLA I,Application for Income Certificates,6
165,BHAGAWANGOLA II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
165,BHAGAWANGOLA II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
165,BHAGAWANGOLA II,Apply - Payment of WBSEDCL Electricity Bill,3
165,BHAGAWANGOLA II,Search - Status of Application of Swasthya Sathi Card,4
165,BHAGAWANGOLA II,Search - Application Status of Digital Ration Card Application,5
165,BHAGAWANGOLA II,Search - Download of e-Ration Card,6
166,LALGOLA,Apply - Payment of WBSEDCL Electricity Bill,1
166,LALGOLA,Application for Income Certificates,2
166,LALGOLA,Search - Status of Application of Swasthya Sathi Card,3
166,LALGOLA,Apply- Addition of New Member after Receiving Card (Form Â A),4
166,LALGOLA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
166,LALGOLA,Search - Application Status of Digital Ration Card Application,6
167,NABAGRAM,Apply - Payment of WBSEDCL Electricity Bill,1
167,NABAGRAM,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
167,NABAGRAM,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
167,NABAGRAM,Search - Download of e-Ration Card,4
167,NABAGRAM,Search - Application Status of Digital Ration Card Application,5
167,NABAGRAM,Search - Status of Application of Swasthya Sathi Card,6
168,KRISHANAGAR-I,Apply - Payment of WBSEDCL Electricity Bill,1
168,KRISHANAGAR-I,Apply - GP Certificate,2
168,KRISHANAGAR-I,Payment History - WBSEDCL,3
168,KRISHANAGAR-I,Application for Income Certificates,4
168,KRISHANAGAR-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
168,KRISHANAGAR-I,Search - Gram Panchayat Tax Payment,6
169,KRISHANAGAR-II,Apply - Payment of WBSEDCL Electricity Bill,1
169,KRISHANAGAR-II,Search - GRN Information,2
169,KRISHANAGAR-II,Apply - ROR Application ,3
169,KRISHANAGAR-II,Apply - GP Certificate,4
169,KRISHANAGAR-II,Apply - Plot Information,5
169,KRISHANAGAR-II,Search - Gram Panchayat Tax Payment,6
170,KRISHNAGANJ,Apply - Payment of WBSEDCL Electricity Bill,1
170,KRISHNAGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
170,KRISHNAGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
170,KRISHNAGANJ,Apply - ROR Application ,4
170,KRISHNAGANJ,Apply - Plot Information,5
170,KRISHNAGANJ,Apply - GP Certificate,6
171,KALIGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
171,KALIGANJ,Apply - Payment of WBSEDCL Electricity Bill,2
171,KALIGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
171,KALIGANJ,Apply - Krishak Bandhu Scheme,4
171,KALIGANJ,Apply - GP Certificate,5
171,KALIGANJ,Modify - Add member / FPS of Ration Card Holder,6
172,NABADWIP,Apply - Payment of WBSEDCL Electricity Bill,1
172,NABADWIP,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
172,NABADWIP,Application for Income Certificates,3
172,NABADWIP,Apply - GP Certificate,4
172,NABADWIP,Apply - ROR Application ,5
172,NABADWIP,Apply - Land Revenue (Khajna),6
173,NAKASHIPARA,Apply - Payment of WBSEDCL Electricity Bill,1
173,NAKASHIPARA,Apply - GP Certificate,2
173,NAKASHIPARA,Application for Income Certificates,3
173,NAKASHIPARA,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
173,NAKASHIPARA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
173,NAKASHIPARA,Search - Gram Panchayat Tax Payment,6
174,CHAPRA,Apply - Payment of WBSEDCL Electricity Bill,1
174,CHAPRA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
174,CHAPRA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
174,CHAPRA,Apply - GP Certificate,4
174,CHAPRA,Search - Application Status of Digital Ration Card Application,5
174,CHAPRA,Payment - e-Payment Stamp Duty & Registration Fees,6
175,RANAGHAT -I,Apply - Payment of WBSEDCL Electricity Bill,1
175,RANAGHAT -I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
175,RANAGHAT -I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
175,RANAGHAT -I,Modify - Add member / FPS of Ration Card Holder,4
175,RANAGHAT -I,Caste Certificate,5
175,RANAGHAT -I,Apply - Land Revenue (Khajna),6
176,RANAGHAT -II,Apply - Payment of WBSEDCL Electricity Bill,1
176,RANAGHAT -II,Application for Income Certificates,2
176,RANAGHAT -II,Apply - GP Certificate,3
176,RANAGHAT -II,Search - Gram Panchayat Tax Payment,4
176,RANAGHAT -II,Apply - Land Revenue (Khajna),5
176,RANAGHAT -II,Modify - Add member / FPS of Ration Card Holder,6
177,HANSKHALI,Apply - Payment of WBSEDCL Electricity Bill,1
177,HANSKHALI,Payment - e-Payment Stamp Duty & Registration Fees,2
177,HANSKHALI,Apply - GP Certificate,3
177,HANSKHALI,Caste Certificate,4
177,HANSKHALI,Apply - Land Revenue (Khajna),5
177,HANSKHALI,Search - Regenerate Receipt of WBSEDCL,6
178,SANTIPUR,Apply - Payment of WBSEDCL Electricity Bill,1
178,SANTIPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
178,SANTIPUR,Application for Income Certificates,3
178,SANTIPUR,Apply - Land Revenue (Khajna),4
178,SANTIPUR,Apply - Local Residence (Domicile) Certificate,5
178,SANTIPUR,Search - Status of Application of Swasthya Sathi Card,6
179,TEHATTA -I,Apply - Payment of WBSEDCL Electricity Bill,1
179,TEHATTA -I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
179,TEHATTA -I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
179,TEHATTA -I,Apply - Submission of Form for Electoral Roll,4
179,TEHATTA -I,Modify - Add member / FPS of Ration Card Holder,5
179,TEHATTA -I,Caste Certificate,6
180,TEHATTA -II,Apply - Payment of WBSEDCL Electricity Bill,1
180,TEHATTA -II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
180,TEHATTA -II,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
180,TEHATTA -II,Modify - Add member / FPS of Ration Card Holder,4
180,TEHATTA -II,Search - Application Status of Digital Ration Card Application,5
180,TEHATTA -II,Search - Download of e-Ration Card,6
181,KARIMPUR I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
181,KARIMPUR I,Apply - Payment of WBSEDCL Electricity Bill,2
181,KARIMPUR I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
181,KARIMPUR I,Payment - e-Payment Stamp Duty & Registration Fees,4
181,KARIMPUR I,Application for Income Certificates,5
181,KARIMPUR I,Apply - New Digital Ration Card,6
182,KARIMPUR II,Apply - Payment of WBSEDCL Electricity Bill,1
182,KARIMPUR II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
182,KARIMPUR II,Apply - Submission of Form for Electoral Roll,3
182,KARIMPUR II,Application for Income Certificates,4
182,KARIMPUR II,Apply - GP Certificate,5
182,KARIMPUR II,Search - Download of e-Ration Card,6
183,KALYANI,Apply - Payment of WBSEDCL Electricity Bill,1
183,KALYANI,Payment - e-Payment Stamp Duty & Registration Fees,2
183,KALYANI,Apply - Land Revenue (Khajna),3
183,KALYANI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
183,KALYANI,Application for Income Certificates,5
183,KALYANI,Apply - Submission of Form for Electoral Roll,6
184,HARINGHATA,Apply - Payment of WBSEDCL Electricity Bill,1
184,HARINGHATA,Application for Income Certificates,2
184,HARINGHATA,Search - Gram Panchayat Tax Payment,3
184,HARINGHATA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
184,HARINGHATA,Apply - GP Certificate,5
184,HARINGHATA,Payment - e-Payment Stamp Duty & Registration Fees,6
185,CHAKDAHA,Apply - Payment of WBSEDCL Electricity Bill,1
185,CHAKDAHA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
185,CHAKDAHA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
185,CHAKDAHA,Application for Income Certificates,4
185,CHAKDAHA,Caste Certificate,5
185,CHAKDAHA,Search - Gram Panchayat Tax Payment,6
186,BARRACKPORE I,Application for Income Certificates,1
186,BARRACKPORE I,Info - Old Age Pension Scheme,2
186,BARRACKPORE I,Apply - Payment of WBSEDCL Electricity Bill,3
186,BARRACKPORE I,Caste Certificate,4
186,BARRACKPORE I,Apply - Ordinary Residencial Certificate,5
186,BARRACKPORE I,Apply - Submission of Form for Electoral Roll,6
187,BARRACKPORE II,Apply - Payment of WBSEDCL Electricity Bill,1
187,BARRACKPORE II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
187,BARRACKPORE II,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
187,BARRACKPORE II,Application for Income Certificates,4
187,BARRACKPORE II,Apply - GP Certificate,5
187,BARRACKPORE II,Apply - Submission of Form for Electoral Roll,6
188,BARASAT I,Application for Income Certificates,1
188,BARASAT I,Search - Status of Application of Swasthya Sathi Card,2
188,BARASAT I,Search - Application Status of Digital Ration Card Application,3
188,BARASAT I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
188,BARASAT I,Apply - Payment of WBSEDCL Electricity Bill,5
188,BARASAT I,Apply - Land Revenue (Khajna),6
189,BARASAT II,Apply - Payment of WBSEDCL Electricity Bill,1
189,BARASAT II,Payment History - WBSEDCL,2
189,BARASAT II,Apply - Submission of Form for Electoral Roll,3
189,BARASAT II,Application for Income Certificates,4
189,BARASAT II,Apply - Verification of Electoral Roll Online,5
189,BARASAT II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
190,AMDANGA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
190,AMDANGA,Apply - Payment of WBSEDCL Electricity Bill,2
190,AMDANGA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
190,AMDANGA,Application for Income Certificates,4
190,AMDANGA,Search - Download of e-Ration Card,5
190,AMDANGA,Modify - Add member / FPS of Ration Card Holder,6
191,DEGANGA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
191,DEGANGA,Apply - Payment of WBSEDCL Electricity Bill,2
191,DEGANGA,Search - Application Status of Digital Ration Card Application,3
191,DEGANGA,Application for Income Certificates,4
191,DEGANGA,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
191,DEGANGA,Search - Gram Panchayat Tax Payment,6
192,HABRA I,Apply - Payment of WBSEDCL Electricity Bill,1
192,HABRA I,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
192,HABRA I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
192,HABRA I,Application for Income Certificates,4
192,HABRA I,Search - Status of Application of Swasthya Sathi Card,5
192,HABRA I,Caste Certificate,6
193,HABRA II,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
193,HABRA II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
193,HABRA II,Apply - Payment of WBSEDCL Electricity Bill,3
193,HABRA II,Search - Download of e-Ration Card,4
193,HABRA II,Apply - Submission of Form for Electoral Roll,5
193,HABRA II,Search - Application Status of Digital Ration Card Application,6
194,BAGDAH,Search - Download of e-Ration Card,1
194,BAGDAH,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
194,BAGDAH,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
194,BAGDAH,Search - Application Status of Digital Ration Card Application,4
194,BAGDAH,Apply - Payment of WBSEDCL Electricity Bill,5
194,BAGDAH,Search - Status of Application of Swasthya Sathi Card,6
195,BANGAON,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
195,BANGAON,Apply - Payment of WBSEDCL Electricity Bill,2
195,BANGAON,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
195,BANGAON,Application for Income Certificates,4
195,BANGAON,Modify - Add member / FPS of Ration Card Holder,5
195,BANGAON,Caste Certificate,6
196,GAIGHATA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
196,GAIGHATA,Apply - Payment of WBSEDCL Electricity Bill,2
196,GAIGHATA,Application for Income Certificates,3
196,GAIGHATA,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
196,GAIGHATA,Modify - Add member / FPS of Ration Card Holder,5
196,GAIGHATA,Search - Gram Panchayat Tax Payment,6
197,BADURIA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
197,BADURIA,Apply - Payment of WBSEDCL Electricity Bill,2
197,BADURIA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
197,BADURIA,Apply - Submission of Form for Electoral Roll,4
197,BADURIA,Search - Gram Panchayat Tax Payment,5
197,BADURIA,Apply - GP Certificate,6
198,BASIRHAT I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
198,BASIRHAT I,Apply - Payment of WBSEDCL Electricity Bill,2
198,BASIRHAT I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
198,BASIRHAT I,Search - Application Status of Digital Ration Card Application,4
198,BASIRHAT I,Application for Income Certificates,5
198,BASIRHAT I,Apply - Land Revenue (Khajna),6
199,BASIRHAT II,Apply - Payment of WBSEDCL Electricity Bill,1
199,BASIRHAT II,Apply - OPD Registration,2
199,BASIRHAT II,Application for Income Certificates,3
199,BASIRHAT II,Search - Application Status of Digital Ration Card Application,4
199,BASIRHAT II,Search - Status of Application of Swasthya Sathi Card,5
199,BASIRHAT II,Search - Download of e-Ration Card,6
200,HAROA,Status of Application (Krishak Bandhu),1
200,HAROA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
200,HAROA,Search - Status of Application of Swasthya Sathi Card,3
200,HAROA,Apply - Payment of WBSEDCL Electricity Bill,4
200,HAROA,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
200,HAROA,Search - Download of e-Ration Card,6
201,HASNABAD,Search - Application Status of Digital Ration Card Application,1
201,HASNABAD,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
201,HASNABAD,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
201,HASNABAD,Search - Status of Application of Swasthya Sathi Card,4
201,HASNABAD,Application for Income Certificates,5
201,HASNABAD,Apply - Payment of WBSEDCL Electricity Bill,6
202,HINGALGANJ,Apply - Payment of WBSEDCL Electricity Bill,1
202,HINGALGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
202,HINGALGANJ,Application for Income Certificates,3
202,HINGALGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
202,HINGALGANJ,Caste Certificate,5
202,HINGALGANJ,Apply - Submission of Form for Electoral Roll,6
203,MINAKHAN,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
203,MINAKHAN,Caste Certificate,2
203,MINAKHAN,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
203,MINAKHAN,Search - Status of Application of Swasthya Sathi Card,4
203,MINAKHAN,Search - Price Information,5
203,MINAKHAN,Status of Application (Krishak Bandhu),6
204,SANDESHKHALI I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
204,SANDESHKHALI I,Search - Status of Application of Swasthya Sathi Card,2
204,SANDESHKHALI I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
204,SANDESHKHALI I,Caste Certificate,4
204,SANDESHKHALI I,Application for Income Certificates,5
204,SANDESHKHALI I,Search - Application Status of Digital Ration Card Application,6
205,SANDESHKHALI II,Caste Certificate,1
205,SANDESHKHALI II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
205,SANDESHKHALI II,Apply - Payment of WBSEDCL Electricity Bill,3
205,SANDESHKHALI II,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
205,SANDESHKHALI II,Search - Download of e-Ration Card,5
205,SANDESHKHALI II,Search - Status of Application of Swasthya Sathi Card,6
206,SWARUPNAGAR,Apply - Payment of WBSEDCL Electricity Bill,1
206,SWARUPNAGAR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
206,SWARUPNAGAR,Application for Income Certificates,3
206,SWARUPNAGAR,Apply - GP Certificate,4
206,SWARUPNAGAR,Apply - OPD Registration,5
206,SWARUPNAGAR,Apply - Ordinary Residencial Certificate,6
207,RAJARHAT,Apply - Payment of WBSEDCL Electricity Bill,1
207,RAJARHAT,Apply - GP Certificate,2
207,RAJARHAT,Application for Income Certificates,3
207,RAJARHAT,Apply - Land Revenue (Khajna),4
207,RAJARHAT,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
207,RAJARHAT,Apply for Birth & Death Certificate,5
207,RAJARHAT,Apply - Ordinary Residencial Certificate,6
208,RANIGANJ,Apply - Payment of WBSEDCL Electricity Bill,1
208,RANIGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
208,RANIGANJ,Search - GRN Information,3
208,RANIGANJ,Search - Property Information,4
208,RANIGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
208,RANIGANJ,Payment - e-Payment Stamp Duty & Registration Fees,6
209,JAMURIA,Apply - Payment of WBSEDCL Electricity Bill,1
209,JAMURIA,Application for Income Certificates,2
209,JAMURIA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
209,JAMURIA,Search - Application Status of Digital Ration Card Application,4
209,JAMURIA,Caste Certificate,5
209,JAMURIA,Apply - GP Certificate,6
210,BARABANI,Apply - Payment of WBSEDCL Electricity Bill,1
210,BARABANI,Search - Application Status of Digital Ration Card Application,2
210,BARABANI,Application for Income Certificates,3
210,BARABANI,Search - Download of e-Ration Card,4
210,BARABANI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
210,BARABANI,Search - Status of Application of Swasthya Sathi Card,6
211,SALANPUR,Apply - Payment of WBSEDCL Electricity Bill,1
211,SALANPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
211,SALANPUR,Application for Income Certificates,3
211,SALANPUR,Search - Application Status of Digital Ration Card Application,4
211,SALANPUR,Search - Gram Panchayat Tax Payment,5
211,SALANPUR,Caste Certificate,6
212,DURGAPUR FARIDPUR,Apply - Payment of WBSEDCL Electricity Bill,1
212,DURGAPUR FARIDPUR,Search - Status of Application of Swasthya Sathi Card,2
212,DURGAPUR FARIDPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
212,DURGAPUR FARIDPUR,Application for Income Certificates,4
212,DURGAPUR FARIDPUR,Search - Application Status of Digital Ration Card Application,5
212,DURGAPUR FARIDPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
213,ANDAL,Apply - Payment of WBSEDCL Electricity Bill,1
213,ANDAL,Application for Income Certificates,2
213,ANDAL,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
213,ANDAL,Apply - Ordinary Residencial Certificate,4
213,ANDAL,Apply - Land Revenue (Khajna),5
213,ANDAL,Search - Application Status of Digital Ration Card Application,6
214,KANKSA,Apply - Payment of WBSEDCL Electricity Bill,1
214,KANKSA,Search - Status of Application of Swasthya Sathi Card,2
214,KANKSA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
214,KANKSA,Search - Application Status of Digital Ration Card Application,4
214,KANKSA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
214,KANKSA,Caste Certificate,6
215,PANDABESWAR,Search - Application Status of Digital Ration Card Application,1
215,PANDABESWAR,Apply - Payment of WBSEDCL Electricity Bill,2
215,PANDABESWAR,Search - Download of e-Ration Card,3
215,PANDABESWAR,Apply - Land Revenue (Khajna),4
215,PANDABESWAR,Search - GRN Information,5
215,PANDABESWAR,Caste Certificate,6
216,CHANDRAKONA-I,Apply - Payment of WBSEDCL Electricity Bill,1
216,CHANDRAKONA-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
216,CHANDRAKONA-I,Application for Income Certificates,3
216,CHANDRAKONA-I,Apply - Local Residence (Domicile) Certificate,4
216,CHANDRAKONA-I,Apply - ROR Application ,5
216,CHANDRAKONA-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
217,CHANDRAKONA-II,Apply - Payment of WBSEDCL Electricity Bill,1
217,CHANDRAKONA-II,Application for Income Certificates,2
217,CHANDRAKONA-II,Apply - OPD Registration,3
217,CHANDRAKONA-II,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
217,CHANDRAKONA-II,Modify - Add member / FPS of Ration Card Holder,5
217,CHANDRAKONA-II,Apply - ROR Application ,6
218,DASPUR-I,Apply - Payment of WBSEDCL Electricity Bill,1
218,DASPUR-I,Apply - ROR Application ,2
218,DASPUR-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
218,DASPUR-I,Apply - Land Revenue (Khajna),4
218,DASPUR-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
218,DASPUR-I,Search - Application Status of Digital Ration Card Application,6
219,DASPUR-II,Apply - Payment of WBSEDCL Electricity Bill,1
219,DASPUR-II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
219,DASPUR-II,Application for Income Certificates,3
219,DASPUR-II,Apply - ROR Application ,4
219,DASPUR-II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
219,DASPUR-II,Apply - GP Certificate,6
220,GHATAL,Apply - Payment of WBSEDCL Electricity Bill,1
220,GHATAL,Apply - ROR Application ,2
220,GHATAL,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
220,GHATAL,Search - GRN Information,4
220,GHATAL,Application for Income Certificates,5
220,GHATAL,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
