bsk_id,bsk_name,district_name,sub_division_name,block_municipalty_name,gp_ward,gp_ward_distance,bsk_type,bsk_sub_type,bsk_code,no_of_deos,is_aadhar_center,bsk_address,bsk_lat,bsk_long,bsk_account_no,bsk_landline_no,is_saturday_open,is_active,district_id,block_mun_id,gp_id,sub_div_id,pin
3178,"RAGUNATHPUR CRC, (NEAR ISPAT NAGARI FP SCHOOL)",PASCHIM BARDHAMAN,DURGAPUR,DURGAPUR MUNICIPAL CORPORATION,WARD NO.-6,5.2,Urban,CLRC,PAB/S/U/01708,2,0,"RAGHUNATHPUR CRC, ISPATNAGARI F. P SCHOOL, B-ZONE, DURGAPUR-713208",23.5676283,87.3074525,40460336051,03432606010,NO,t,23,458,9116,46,713208
820,KALINAGAR-I GP,MURSHIDABAD,DOMKAL SDO,RANINAGAR II,KALINAGAR-I,0.15,Rural,GP,MUR/L/R/00799,2,0,"KALINAGAR-I GP, P.O-JINNATPARA, DIST-MURSHIDABAD, PIN-742308",24.2608399,88.5306563,40460319285,"",NO,t,17,149,671,32,742308
2775,NANASOLE GP,BIRBHUM,BOLPUR SDO,ILLAMBAZAR,ILLAMBAZAR GRAM PANCHAYAT,0,Rural,GP,BIR/S/R/01155,1,0,NANASOLE     ,23.6334212,87.545605,40460646008,03463297437,NO,t,6,37,1093,5,731214
1549,CHUBKA P.H.C.,JHARGRAM,JHARGRAM SDO,JHARGRAM,CHUBKA,0.8,Rural,Health Center,JHA/H/R/02821,2,0,VILL- NISCHINTAPUR; PO- KHALSEULI; PIN- 721513,22.3936421,87.2085239,40458703243,,NO,t,22,116,2116,27,721513
3087,SI OFFICE MIRA,NADIA,KRISHNAGAR SADAR SDO,KALIGANJ,MIRA-I,1.5,Rural,CLRC,NAD/S/R/01339,2,0,"MIRA,PLASSEY,PS:KALIGANJ,DIST:NADIA,PIN:741156",23.7795025,88.2825743,40460328664,,NO,t,18,171,902,37,741156
482,RAMPURHAT JITENDRALAL SUB DIVISIONAL LIBRARY,BIRBHUM,RAMPURHAT SDO,RAMPURHAT MUNICIPALITY,WARD NO.-6,0.5,Urban,Library,BIR/L/R/01021,2,0,"PO+PS- RAMPURHAT, BIRBHUM, PIN-731224, NEAR RAMPURHAT MUNCIPALITY",24.1745379,87.7840449,40460647579,03461297115,NO,t,6,350,9177,6,731224
2259,RATUA RH,MALDAH,CHANCHAL SDO,RATUA I,RATUA,1.3,Rural,Health Center,MAL/H/R/00692,2,0,"AILPARA , P.O+P.S -RATUA DIST - MALDA,  PIN - 732205",25.1941147,87.9310536,40460327570,03513266857,NO,t,14,140,473,29,732205
3631,GANGARAMPUR MUNICIPALITY,DAKSHIN DINAJPUR,GANGARAMPUR SDO,GANGARAMPUR MUNICIPALITY,WARD NO.-16,0,Urban,Municipality,DDR/U/U/00597,2,0,"Gangarampur Municipality, Gangarampur, P.O- Gangarampur, Dakshin Dinajpur, Pin-733124",25.404125,88.513112,40460637377,03521291049,NO,t,9,361,8112,14,733124
2208,NATIBPUR-II GP,HOOGHLY,ARAMBAGH SDO,KHANAKUL-II,NATIBPUR-II,0,Rural,GP,HOO/H/R/02530,2,0,"VILL- NATIBPUR, P.O.- NATIBPUR, P.S.- KHANAKUL, DISTRICT- HOOGHLY, PIN- 712416",22.6603996,87.8866616,40460322232,03211232034,NO,t,11,80,2648,19,712416
3572,KURSEONG MUNICIPALITY,DARJEELING,KURSEONG SDO,KURSEONG MUNICIPALITY,WARD NO.-7,0,Urban,Municipality,DAR/U/R/00112,2,1,Kurseong Municipality-734203,26.8798976,88.2785725,40460624197,03542999183,NO,t,8,363,7683,16,734203
890,"GARULIA SADHARAN PATHAGAR, NORTH 24 PGS",NORTH 24 PARGANAS,BARRACKPORE,GARULIA MUNICIPALITY,WARD NO.-19,1.5,Urban,Library,N24/L/R/03577,2,0,"BABUGHAT, GARULIA, NORTH 24 PARGANAS, PIN- 743133",22.8251357,88.3623372,40460639613,03325869916,NO,t,2,439,6820,41,743133
2395,BALLUK-I GP,PURBA MEDINIPUR,TAMLUK,SAHID MATANGINI,BALLUK-I,0,Rural,GP,PUM/H/R/03481,2,0,"Vill - Balluk, P.O. - Ballukhat, P.S.- Tamluk, Pin- 721137",22.3645858,87.8850584,40460440267,,NO,t,15,261,2126,57,721137
1793,KUMARDIHA PHC,PASCHIM BARDHAMAN,ASANSOL,ASANSOL MUNICIPAL CORPORATION,WARD NO.-18,4,Urban,Health Center,PAB/H/U/01663,2,0,"Kumardiha Health Center, Kumardiha, Sitarampur, Kulti, PIN - 713359",23.7170334,86.888401,40460554706,03412520120,NO,t,23,456,8996,45,713359
624,BELUN DHAMASIN GP,HOOGHLY,CHINSURAHA SADAR SDO,PANDUA,BELUN DHAMASIN,0,Rural,GP,HOO/L/R/02399,2,0,"Vill+P.o- Rosna, P.s- Pandua, Dist- Hooghly",23.0380066,88.2465037,40460762364,,NO,t,11,84,2523,21,712149
2322,SANDELERBILL GP,NORTH 24 PARGANAS,BASIRHAT,HINGALGANJ,SANDELERBILL,0,Rural,GP,N24/H/R/02249,2,0,"Vill-Sandelerbil,P.O-Kanchanpur,PS-Hingalganj,North 24 Parganas",22.4492618,88.9712103,40460339788,,NO,t,2,202,2868,42,743435
1821,NACHIPUR GP,PASCHIM MEDINIPUR,KHARAGPUR,KESHIARY,NACHIPUR,0,Rural,GP,PAM/H/R/02649,2,0,"VILL-NACHIPURPO-NACHIPURPS-KESHIARYPIN-721133DIST-
PASCHIM  MIDNAPORE",22.0895585,87.219769,40460556226,03229252203,NO,t,16,224,1990,48,721133
2979,Urban Primary Health Centre BSK,KOLKATA,KOLKATA MUNICIPAL CORPORATION,KOLKATA MUNICIPAL CORPORATION,WARD NO.-73,0,Urban,Health Center,KOL/S/U/03045,1,1,"118, Hazra Road, Kolkata-700026",22.5235308,88.3435439,40460838494,03324550250,YES,t,24,391,6387,69,700026
2261,SILAMPUR-II GP,MALDAH,MALDA SADAR SDO,KALIACHAK I,SILAMPUR-II,0,Rural,GP,MAL/H/R/00694,2,0,"VILL+PO-SILAMPUR, PS-KALIACHAK, GP-SILAMPUR-II, DIST-MALDA, PIN-732201",24.8851841,88.0213253,40460327659,,NO,t,14,130,553,30,732201
679,SRIPUR KALYAN SAMITY,HOOGHLY,CHINSURAHA SADAR SDO,BALAGARH,SRIPUR BALAGARH,1,Rural,Library,HOO/L/R/02451,2,0,"SRIPUR, SRIPUR BAZAR , BALAGARH, 712514",23.1179514,88.4671835,40460832378,,NO,t,11,83,2533,21,712514
648,KAIKALA GP,HOOGHLY,CHANDANNAGAR SDO,HARIPAL,KAIKALA,0,Rural,GP,HOO/L/R/02422,2,0,"Vill+PO-Kaikala, PIN-712405",22.8460083,88.0899994,40460830675,03212297012,NO,t,11,89,2596,20,712405
1268,LEGO GP,BANKURA,BISHNUPUR SDO,KOTULPUR,LEGO,0,Rural,GP,BAN/H/R/01992,2,0,"VILL. - MADHABGANJ, P.O. - LEGO, P.S. - KOTULPUR, DIST. - BANKURA, PIN - 722141",22.9964292,87.5268429,40458700117,03244240957,YES,t,4,27,1452,3,722141
3722,"BL&LRO OFFICE, NANDIGRAM-II",PURBA MEDINIPUR,HALDIA,NANDIGRAM II,KHODAMBARI-II,1,Rural,BL&LRO,PUM/L/R/03559,2,0,"VILL: Reapara, P.O- Reapara, P.S- Nandigram, PIN- 721650, BLOCK- NANDIGRAM 2",22.0457844,87.9099345,40460743169,03224297083,NO,t,15,270,2216,56,721650
944,"CHITTARANJAN PATHAGAR, SRIPUR",PASCHIM BARDHAMAN,ASANSOL,ASANSOL MUNICIPAL CORPORATION,WARD NO.-12,7,Urban,Library,PAB/L/R/01630,1,0,"P.N Mukherjee Road, Sripur,713373",23.6866024,87.0387817,40460338526,,NO,t,23,456,8990,45,713373
939,SINTHEE BANAMALI BIPIN PUBLIC LIBRARY,NORTH 24 PARGANAS,BARRACKPORE,BARANAGAR MUNICIPALITY,WARD NO.-20,0.1,Urban,Library,N24/L/R/02179,2,0,"13, ATAPARA LN, KOLKATA-700050",22.6303248,88.3896806,40460338413,,NO,t,2,433,7218,41,700050
1527,MAJHIALI GP,JALPAIGURI,JALPAIGURI SDO,RAJGANJ,MAJHIALI,0,Rural,GP,JAL/H/R/00171,2,0,"MAJHIALI GRAM PANCHAYAT,
P:O:MAHANVITA, 
PIN:735135",26.5933465,88.4900765,40458702987,"",YES,t,13,112,203,25,735135
2563,SIMULPAL GP,JHARGRAM,JHARGRAM SDO,BINPUR-II,SIMULPAL,0,Rural,GP,JHA/H/R/02849,2,0,VILL-BALICHUA PO- THAKURANPAHARI PS- BELPAHARI DIST- JHARGRAM ,22.6289689,86.7086772,40460534701,,NO,t,22,119,2054,27,721501
2134,KHATRAGRAM-II GP,BANKURA,KHATRA SDO,KHATRA,KHATRA-II,0,Rural,GP,BAN/H/R/02027,2,0,"Khatra-II GP, Khatra Hospital Road, Vill.+P.O.+P.S.- Khatra, Dist.- Bankura, PIN-722140",22.9707573,86.8490671,40460835379,"",YES,t,4,15,1447,4,722140
2686,BELEDURGANAGAR GP,SOUTH 24 PARGANAS,BARUIPUR,JAYNAGAR II,BELEDURGANAGAR,0,Rural,GP,S24/H/R/03259,2,0,"VILL+P.O- BELEDURGANAGAR,
P.S - BAKULTALA, PIN- 743337",22.1754737,88.5023078,40460620170,,NO,t,3,314,2963,63,743337
609,SOURENI I GP,DARJEELING,MIRIK SDO,MIRIK,SOURENI-I,0,Rural,GP,DAR/L/R/00050,2,0,Soureni Busty,26.8656994,88.2005094,40460761246,,YES,t,8,72,3327,17,734227
1091,"BL&LRO OFFICE, BHAGABANPUR-II",PURBA MEDINIPUR,CONTAI,BHAGABANPUR II,MUGBERIA,0.5,Rural,BL&LRO,PUM/L/R/03401,2,0,"VILL: BHUPATINAGAR, P.O- BHUPATINAGAR, P.S- BHUPATINAGAR, PIN- 721425, BLOCK- BHAGWANPUR 2",22.0025814,87.7250721,40460447637,,NO,t,15,279,2295,54,721425
3431,SI OFFICE ISLAMPUR,UTTAR DINAJPUR,ISLAMPUR SDO,ISLAMPUR,ISLAMPUR,1,Rural,CLRC,UDR/S/R/00508,2,0,"ISLAMPUR SI FO CIRCLE, P.O+P.S-ISLAMPUR, PIN NO-733202",26.2580709,88.1862275,40460529292,,NO,t,10,338,284,67,733202
2438,BHAGAWANPUR GP,SOUTH 24 PARGANAS,BARUIPUR,BHANGAR II,BHAGABANPUR,0,Rural,GP,S24/H/R/03238,2,0,"GUCHURIA, PIN CODE- 700135",22.5414956,88.5332903,40460449996,,NO,t,3,312,2941,63,700135
176,KHANAKUL-I BDO,HOOGHLY,ARAMBAGH SDO,KHANAKUL-I,KHANAKUL - I,0.4,Rural,BDO,HOO/P/R/02383,2,1,"KHANAKUL, HOOGHLY,712406",22.7124109,87.8541581,40460452863,,NO,t,11,79,2627,19,712406
2154,LOHAPUR BPHC,BIRBHUM,RAMPURHAT SDO,NALHATI-II,BARA-I,2,Rural,Health Center,BIR/H/R/01121,2,0,"VILL+PO-LOHAPUR, PS-NALHATI, DIST-BIRBHUM, PIN-731237",24.3021462,87.9611999,40460836644,03465297334,YES,t,6,43,1164,6,731237
2390,PADIMA - II GP,PURBA MEDINIPUR,CONTAI,RAMNAGAR I,PADIMA - II,0,Rural,GP,PUM/H/R/03476,2,0,"Vill + P.O. - Alankarpur , P.S. - Digha, Pin-721441",21.6468212,87.5325065,40460440030,03220266065,NO,t,15,280,2325,54,721441
3381,SI OFFICE MAHESHTALA WEST,SOUTH 24 PARGANAS,ALIPORE SADAR,THAKURPUKUR MAHESHTALA,CHATTA,3.5,Urban,CLRC,S24/S/U/03287,2,0,"SANTOSHPUR GOVERMENT COLONY, BLOCK - B, P. O-SANTOSHPUR (M), P. S -MAHESHTALA, PIN -700142",22.5134392,88.2711189,40460457033,03324929044,NO,t,3,309,3215,62,700142
1343,BAUTIA GP,BIRBHUM,RAMPURHAT SDO,NALHATI-I,BAUTIA,0,Rural,GP,BIR/H/R/01105,2,0,"VILL+PO-BAUTIA, DIST-BIRBHUM",24.2909067,87.785802,40458700934,,NO,t,6,42,1157,6,731243
2016,PUARA GP,PURULIA,PURULIA SADAR,ARSHA,PUARA,0,Rural,GP,PUR/H/R/01789,2,0,"VILL+P.O- KANTADIH,
P.S-ARSHA,
DIST-PURULIA,PIN NO-723153",23.2174207,86.2967514,40460754998,,NO,t,19,289,1191,58,723153
3059,NOWDA GP,MURSHIDABAD,BERHAMPORE SDO,NAODA,NOWDA,0,Rural,GP,MUR/S/R/00955,2,0,"VILL+P.O-AMTALA,P.S-NOWDA,MURSHIDABAD,742121",23.9017311,88.4574152,40460324342,03482296318,NO,t,17,146,638,31,742121
1207,KANKI GP,UTTAR DINAJPUR,ISLAMPUR SDO,GOALPOKHER-II,KANKI,0,Rural,GP,UDR/L/R/00458,2,0,"VILL+PO - KANKI, PS - CHAKULIA",26.0117686,87.8584645,40458699441,,NO,t,10,341,319,67,733209
829,NASHIPUR GP,MURSHIDABAD,LALBAG SDO,BHAGAWANGOLA II,NASHIPUR,0,Rural,GP,MUR/L/R/00808,2,0,"VILL- PURBA NAJIR CHAWK,P.O-NASHIPUR BALAGACHI,P.S-RANITALA DIST-MSD PIN-742135",24.317111,88.338411,40460319569,,NO,t,17,165,698,35,742135
3707,CHAITA GP,NORTH 24 PARGANAS,BASIRHAT,BASIRHAT II,CHAITA,0,Rural,GP,N24/L/R/02363,2,0,"Vill + PO- Chaita, PS- Matia, PIN- 743445",22.6387002,88.7528401,40460742279,,NO,t,2,199,2814,42,743445
3364,SI OFFICE BATASI,DARJEELING,SILIGURI SDO,KHORIBARI,RANIGUNJ PANISHALI,0.50,Rural,CLRC,DAR/S/R/00103,2,0,"VILL- SUKARUJOTE, POST- BADRAJOTE, P.S- KHARIBARI, DIST- DARJEELING, PIN- 734429",26.6068445,88.1804477,40460456255,,NO,t,8,75,3343,18,734429
3347,MANARA GP,PURULIA,PURULIA SADAR,PURULIA I,MANARA,0,Rural,GP,PUR/S/R/01875,2,0,"Manara GP Office, Vill-Manara, PO-Chitora, PIN-723101, PS-Tamna",23.2070866,86.4170205,40460455401,,NO,t,19,285,1325,58,723102
3404,KAMARPOLE  GP,SOUTH 24 PARGANAS,DIAMOND HARBOUR,DIAMOND HARBOUR II,KAMARPOLE,0,Rural,GP,S24/S/R/03310,2,0,"Vill: Kamarpole, P.O.: Sarisha, P.S. Parulia Coastal, Pin-743368, South 24 Parganas.",22.249835,88.1846203,40460467813,,NO,t,3,322,3044,65,743368
1212,BAROBISHA PHC,ALIPURDUAR,ALIPURDUAR SDO,KUMARGRAM,BHALKA-BAROBISHA-1,0.2,Rural,Health Center,ALI/H/R/00246,2,0,"VILL+P.O-BAROBISHA,P.S-KUMARGRAM,DIST-ALIPURDUAR,PIN-736207(W.B)",26.4901814,89.8092892,40458699509,,NO,t,20,5,266,1,736207
60,RANAGHAT SDO,NADIA,RANAGHAT SDO,RANAGHAT MUNICIPALITY,WARD NO.-10,0.2,Urban,SDO,NAD/P/U/01190,2,1,SDO RANAGHAT-741202,23.1729512,88.5553438,40460342351,03473210015,NO,t,18,425,8297,38,741201
3432,HEMTABAD ADA OFFICE,UTTAR DINAJPUR,RAIGANJ SDO,HEMTABAD,HEMTABAD,0.5,Rural,ADA Office,UDR/S/R/00509,2,0,Hemtabad ADA Office,25.6780883,88.213365,40460529394,,NO,t,10,335,348,68,733130
1392,MALANCHA PRIMARY HEALTH CENTRE,DAKSHIN DINAJPUR,BALURGHAT SDO,TAPAN,MALANCHA,1,Rural,Health Center,DDR/H/R/00555,2,0,"Vill-Balapur, P.o-Balapur, P.s-Tapan, Dist-Dakshin Dinajpur, Pin-733127",25.2281342,88.6396265,40458701462,,NO,t,9,63,421,13,733127
2947,SI OFFICE RAJGANJ,JALPAIGURI,JALPAIGURI SDO,RAJGANJ,SIKARPUR,0.2,Rural,CLRC,JAL/S/R/00214,2,0,"BELAKOBA SI OFFICE, COLLEGE MORE, PO- PRASANNANAGAR, PS- RAJGANJ, DIST- JALPAIGURI, PIN- 735133",26.5882804,88.5867381,40460829637,,YES,t,13,112,207,25,735133
2849,"LOUIS JUBILEE COMPLEX, GTA",DARJEELING,DARJEELING SADAR SDO,DARJEELING MUNICIPALITY,WARD NO.-17,1,Urban,CLRC,DAR/S/R/00098,2,0,"LOWIS JUBLIEE CPMPLEX,PIN -734101",27.039200,88.262000,40460750529,,YES,t,8,362,7710,15,734101
2271,GODHANPARA RH,MURSHIDABAD,DOMKAL SDO,RANINAGAR II,RANINAGAR-I,0.3,Rural,Health Center,MUR/H/R/00895,2,0,"VIILL+P.O+P.S-RANINAGAR ,DIST-MURSHIDABAD,PIN-742308",24.218875,88.5488495,40460331994,,NO,t,17,149,673,32,742308
2912,SI OFFICE SADAR CENTRAL,HOWRAH,SADAR SDO,HOWRAH MUNICIPAL CORPORATION,WARD NO.-11,1.2,Urban,CLRC,HOW/S/R/02986,2,0,"21, TRIPURA ROY LANE SALKIA HOWRAH - 711106",22.599673,88.3460358,40460767645,,NO,t,12,383,8414,23,711106
3238,SI OFFICE GUSKARA I,PURBA BARDHAMAN,BARDHAMAN SADAR NORTH,AUSGRAM II,BHALKI,0.3,Rural,CLRC,PUB/S/R/01575,2,0,"Vill+P.O- Amarargarh, Ausgram-II Block,P.S-Ausgram, Pin-713126.",23.428101,87.585715,40460344948,03432517008,NO,t,5,238,1554,52,713144
361,MAHISADAL BDO,PURBA MEDINIPUR,HALDIA,MAHISHADAL,SATISH SAMANTA,2.8,Rural,BDO,PUM/P/R/03352,2,0,"VILL: GARKAMALPUR, P.O- BASULIA, P.S- MAHISHADAL, PIN- 721628, BLOCK- MAHISHADAL",22.1889095,87.9829348,40460550610,03224297154,NO,t,15,268,2194,56,721628
2875,SI OFFICE JANAI,HOOGHLY,SIRAMPUR SDO,CHANDITALA-II,JANAI,1,Rural,CLRC,HOO/S/R/02564,2,0,"ROAD-JANAI(CHANDITALA SEERAMPORE ROAD),VILL+PO-JANAI,PS-CHANDITALA,DIST-HOOGHLY,PIN-712304",22.7167105,88.2583418,40460758755,03212230051,NO,t,11,93,2688,22,712304
1100,SRIRAMPUR-I GP,PURBA MEDINIPUR,TAMLUK,TAMLUK,SRIRAMPUR-I,0,Rural,GP,PUM/L/R/03410,2,0,"Vill - Srirampur, P.O. - Srirampur, P.S.- Tamluk, Pin- 721658",22.2484453,87.8121405,40460448110,,NO,t,15,260,2138,57,721440
1113,BHRAMAR SINGH SMRITI PATHAGAR,PURULIA,PURULIA SADAR,BALARAMPUR,BELA,1,Rural,Library,PUR/L/R/01742,2,0,"AT MALTI, POST-BIRAMDIH,PS-BALARAMPUR,DIST-PURULIA,PIN-723143(W.B.)",23.045045045045043,86.1742261188912,40460448788,,NO,t,19,288,1203,58,723143
270,RANAGHAT-I,NADIA,RANAGHAT SDO,RANAGHAT -I,RAMNAGAR-II,1,Rural,BDO,NAD/P/R/01205,2,1,"VILL+PO-HABIBPUR, PS-RANAGHAT, DIST NADIA, PIN-741402",23.2010514,88.5339832,40460536118,,NO,t,18,175,972,38,741402
2044,"INSPECTOR FOOD & SUPPLY, DAIMOND HARBOUR-I",SOUTH 24 PARGANAS,DIAMOND HARBOUR,DIAMOND HARBOUR I,BASULDANGA,1.5,Urban,F&S Inspector Office,S24/H/R/03171,2,0,PO&PS- DIAMOND HARBOUR,22.1902895,88.1902697,40460756768,"",YES,t,3,321,3036,65,743331
1695,DEBAGRAM GP,NADIA,RANAGHAT SDO,RANAGHAT -II,DEBAGRAM,0,Rural,GP,NAD/H/R/01263,2,0,"VILL.- GANGNAPUR,P.O-GANGNAPUR,P.S.-GANGNAPUR,DIST-NADIA,PIN-741238",23.127794,88.6375556,40460530401,,NO,t,18,176,989,38,741238
3346,"BL&LRO OFFICE, PURULIA-II DEV. BLOCK",PURULIA,PURULIA SADAR,PURULIA II,RAGHABPUR,0.6,Rural,BL&LRO,PUR/S/R/01874,2,0,"Bongabari,V. Nagar, 723147",23.3530709,86.3868551,40460455376,,NO,t,19,286,1335,58,723147
1699,HARANAGAR GP,NADIA,KRISHNAGAR SADAR SDO,NAKASHIPARA,HARANAGAR,0,Rural,GP,NAD/H/R/01267,2,0,"VILL+PO-HARANAGAR, PS-NAKASHIPARA, DIST-NADIA, PIN-741137",23.6805677,88.3586979,40460530740,,NO,t,18,173,883,37,741137
1308,CHATRA PHC,BIRBHUM,RAMPURHAT SDO,MURARAI-I,CHATRA,2,Rural,Health Center,BIR/H/R/01070,2,0,VILL+P.O- CHATRA P.S- MURARAI  BLOCK- MURARAI 1 PIN -731238 (WEST BENGAL),24.3757207,87.8508172,40458700559,,YES,t,6,46,1169,6,731238
3401,MALLICKPUR GP,SOUTH 24 PARGANAS,DIAMOND HARBOUR,FALTA,MALLICKPUR,0,Rural,GP,S24/S/R/03307,2,0,"Vill-mallickpur,P.o.-Rajarampur,south 24 parganas",22.329917,88.1255599,40460467620,,NO,t,3,323,3057,65,743504
2797,SI OFFICE RAMPURHAT SOUTH,BIRBHUM,RAMPURHAT SDO,RAMPURHAT-I,KHARUN,1.5,Rural,CLRC,BIR/S/R/01177,1,0,P.O-CHAKPARA NEAR TRAPITH STATION ROAD BLOCK- RAMPURHT-1P.S-RAMPURHAT  PIN--731233,24.1276791,87.7556806,40460747017,03461297125,NO,t,6,40,1127,6,731224
1463,MANDRA GP,HOOGHLY,CHINSURAHA SADAR SDO,DHANIAKHALI,MANDRA,0,Rural,GP,HOO/H/R/02505,2,0,Vill+P.O.- Mandra,22.9165471,88.1083811,40458702273,,NO,t,11,87,2564,21,712301
2761,SI OFFICE SARENGA,BANKURA,KHATRA SDO,SARENGA,NETURPUR,4,Rural,CLRC,BAN/S/R/02093,2,0,"VILL-P.MORE,P.O-SUKHADALI,P.S-SARENGA,DIST-BANKURA,PIN-722150",22.8565025,87.0023144,40460645232,03243269115,NO,t,4,20,1517,4,722150
592,RISHIHAAT-BLOOMFIELD GP,DARJEELING,DARJEELING SADAR SDO,PULBAZAR,RESHIHAT-BLOOMFIELD,0,Rural,GP,DAR/L/R/00034,2,0,"Mondal Gaon, Rishihaat",27.0271593,88.2294044,40460760184,,NO,t,8,68,3278,15,734102
1019,RAJOOR GP,PURBA BARDHAMAN,KATWA,KETUGRAM I,RAJOOR,0,Rural,GP,PUB/L/R/01426,2,0,"VILL-KHANJI, PO- KHANJI, PS- KETUGRAM, DIST- PURBA BARDHAMAN, PIN- 713129",23.7209472,87.9404333,40460346435,,NO,t,5,251,1657,51,713129
3193,SI OFFICE GARHBETA WEST,PASCHIM MEDINIPUR,MIDNAPORE SADAR,GARHBETA-II,GOALTORE,0.07,Rural,CLRC,PAM/S/R/02740,2,0,"GOALTORE, GOALTORE, PASCHIM MEDINIPUR, PIN- 721128, NEAR GOALTORE COLLAGE  ",22.7088902,87.1722961,40460336573,,NO,t,16,232,1843,49,721128
618,ARANDI-I GP,HOOGHLY,ARAMBAGH SDO,ARAMBAGH,ARANDI-I,0,Rural,GP,HOO/L/R/02394,2,0,VILL- DHAMSA POST- ARANDI PS - ARAMBAGH PIN-712413,22.7975346,87.8663928,40460761994,03211235004,NO,t,11,77,2621,19,712413
1747,HADIPUR JHIKRA-II GP,NORTH 24 PARGANAS,BARASAT SADAR,DEGANGA,HADIPUR JHIKRA-II,0,Rural,GP,N24/H/R/02205,2,0,AZIZNAGAR  ,22.6523537,88.6974193,40460543331,,YES,t,2,191,2768,40,743425
2655,SARAITIKAR,PURBA BARDHAMAN,BARDHAMAN SADAR NORTH,BURDWAN I,SARAITIKAR,4.7,Rural,GP,PUB/H/R/01566,2,0,"VILL: DEWANDIGHI, PO: MIRZAPUR, PS: BURDWAN SADAR, DIST: PURBA BARDHAMAN, PIN: 713102",23.2815863,87.878523,40460618242,,NO,t,5,242,1576,52,713102
2122,MADARIHAT RH,ALIPURDUAR,ALIPURDUAR SDO,MADARIHAT-BIRPARA,MADARIHAT,3,Rural,Health Center,ALI/H/R/00263,2,0,"MADARIHAT, ALIPURDUAR, 735220",26.6924808,89.2742054,40460834807,,NO,t,20,6,212,1,735220
2861,SI OFFICE CHANDAN NAGAR,HOOGHLY,CHANDANNAGAR SDO,CHANDERNAGAR MUNICIPAL CORPORATION,WARD NO.-16,2,Urban,CLRC,HOO/S/U/02550,2,0,"KABI BHARAT CHANDRA ROAD, CHANDANNAGORE, HOOGHLY.",22.8527514,88.3685989,40460758074,03326830884,NO,t,11,380,6649,20,712136
2783,MOLLARPUR-I GP,BIRBHUM,RAMPURHAT SDO,MAYURESWAR-I,MOLLARPUR-I,0,Rural,GP,BIR/S/R/01163,2,0,"VILL- FATEPUR BAZAR, PO- MOLLARPUR",24.076853,87.7274414,40460646676,,NO,t,6,44,1142,6,731216
2558,FULBARI-II GP,JALPAIGURI,JALPAIGURI SDO,RAJGANJ,FULBARI-II,0,Rural,GP,JAL/H/R/00198,2,0,"FULBARI-II GRAM PANCHAYAT,
P.O:FULBARI
District: JALPAIGURI
Pin Code: 734425",26.6532787,88.4176737,40460534393,"",YES,t,13,112,201,25,734425
1251,HELNA SUSUNIA P.H.C.,BANKURA,BANKURA SADAR SDO,BANKURA I,JAGDALLA-II,3.5,Rural,Health Center,BAN/H/R/01975,2,0,VILL+P.O-HELNA SUSUNIA DIST-BANKURA PIN-722146,23.174468,87.0051728,40458699939,03242252003,YES,t,4,7,1358,2,722146
2109,NIZAMPUR-I HEALTH SUB-CENTRE,UTTAR DINAJPUR,ISLAMPUR SDO,GOALPOKHER-II,NIZAMPUR-I,1,Rural,Health Center,UDR/H/R/00472,2,0,"Village+Post- Nizampur, PS- Chakulia, 733209",26.019188,87.905698,40460834079,"",YES,t,10,341,317,67,733209
3250,KANDRA GP,PURBA BARDHAMAN,KATWA,KETUGRAM I,KANDRA JNANADAS,0,Rural,GP,PUB/S/R/01587,2,0,"VILL-KANDRA, PO-KANDRA, PS-KETUGRAM, DIST- PURBA BARDHAMAN. PIN-713129",23.7359889,87.971871,40460345443,,NO,t,5,251,1656,51,713129
2554,SANNYASIKATA GP,JALPAIGURI,JALPAIGURI SDO,RAJGANJ,SANNYASIKATA,0,Rural,GP,JAL/H/R/00194,2,0,"SANNYASIKATA GRAM PANCHAYAT,
P:O:GADRA,
PIN:735134",26.5785023,88.4576766,40460534166,"",YES,t,13,112,206,25,735134
2382,SRIRAMPUR RH,PURBA BARDHAMAN,KALNA,PURBASTHALI I,SRIRAMPUR,2,Rural,Health Center,PUB/H/R/01558,2,0,"VILL-CHANDPUR,PO-VIDYANAGAR,PS-NADANGHAT,BLOCK-PURBASTHALI 1,DIST-PURBA BARDHAMAN,PIN-741319",23.4138393,88.3333846,40460439579,,NO,t,5,255,1727,50,741319
1785,DAKSHINDHADKA PHC,PASCHIM BARDHAMAN,ASANSOL,ASANSOL MUNICIPAL CORPORATION,WARD NO.-31,2,Urban,Health Center,PAB/H/U/01655,2,0,"Near Kalla more, Opposite Domhani Burning Ghat, 713340",23.6930342,86.9934143,40460545395,03412270023,YES,t,23,456,9009,45,713340
1353,ANGAR KATA PARADUBI GP,COOCH BEHAR,MATHABHANGA SDO,MATHABHANGA -II,ANGARKATA PERADUBI,2,Rural,GP,COO/H/R/00346,2,0,"VILL+PO-ANGAR KATA PARADUBI,PS-MATHABHANGA , DIST-COOCH BEHAR,PIN-736157",26.234100,89.133230,40458701042,,NO,t,7,54,102,10,736157
1465,RAJBOLHAT PHC,HOOGHLY,SIRAMPUR SDO,JANGIPARA,RAJBALHAT-II,0.35,Rural,Health Center,HOO/H/R/02507,2,0,"VILL - RAJBALHAT , P.O - RAJBALHAT , P.S - JANGIPARA , DIST - HOOGHLY , PIN - 712408 ",22.7656791,88.005415,40458702295,03212297118,NO,t,11,94,2693,22,712408
