district_id,district_name,service_id,service_name,unique_citizen_count,citizen_percentage,rank_in_district
12.0,HOWRAH,175,Apply - Karma Sathi Prakalpa Scheme,3,0.0,86.0
12.0,HOWRAH,188,Search- Samabyathi Scheme Information,3,0.0,86.0
12.0,HOWRAH,201,Apply - New Electrical Supervisor License,3,0.0,86.0
12.0,HOWRAH,343,Apply - New License (CE) Application  (only for KMC),3,0.0,86.0
12.0,HOWRAH,417,Status - Application Banglashree Scheme,3,0.0,86.0
12.0,HOWRAH,110,Deed e-Registration,2,0.0,87.0
12.0,HOWRAH,202,Apply - Renewal of Electrical Supervisor License,2,0.0,87.0
12.0,HOWRAH,211,Search - Drinking Water Schemes,2,0.0,87.0
12.0,HOWRAH,219,Apply - SVSKP Application ,2,0.0,87.0
12.0,HOWRAH,253,Apply - Issuance of Trade Licence in Municipal Areas,2,0.0,87.0
12.0,HOWRAH,265,Search - Jal Dharo Jal Bharo Scheme,2,0.0,87.0
12.0,HOWRAH,340,Search - Download NOC (only for KMC),2,0.0,87.0
12.0,HOWRAH,351,Online water connection (domestic),2,0.0,87.0
12.0,HOWRAH,410,Online Deposit of Rent by Tenants,2,0.0,87.0
12.0,HOWRAH,411,Online Request for Certificate Copy by Citizens,2,0.0,87.0
12.0,HOWRAH,430,Search - Print Unpaid Bills and F/S Bill ,2,0.0,87.0
12.0,HOWRAH,431,Print - Unpaid Bills of Outstanding LOI ,2,0.0,87.0
12.0,HOWRAH,496,Search - Discover Your Eligible Schemes,2,0.0,87.0
12.0,HOWRAH,505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),2,0.0,87.0
12.0,HOWRAH,298,Search - Entrance Result of VOCLET,2,0.0,87.0
12.0,HOWRAH,488,Apply - Issuance of Record of Title (Mutation) by NKDA,2,0.0,87.0
12.0,HOWRAH,17,Apply - Passport Applications,1,0.0,88.0
12.0,HOWRAH,89,Register - Online Marketing (Farming),1,0.0,88.0
12.0,HOWRAH,90,Apply e-permit (agrimarket),1,0.0,88.0
12.0,HOWRAH,99,Register - For e-Parimap ,1,0.0,88.0
12.0,HOWRAH,102,Search - Cooperative information,1,0.0,88.0
12.0,HOWRAH,112,Valuation - Stamp Duty Information,1,0.0,88.0
12.0,HOWRAH,120,Apply - Renewal of Fire Safety Certificate,1,0.0,88.0
12.0,HOWRAH,157,Search - Firecracker License Information,1,0.0,88.0
12.0,HOWRAH,159,Apply - Lok Prasar Scheme,1,0.0,88.0
12.0,HOWRAH,160,Search - Agriculture & Irrigation Schemes,1,0.0,88.0
12.0,HOWRAH,161,Apply - Building and other Construction Workers Pension Scheme,1,0.0,88.0
12.0,HOWRAH,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,1,0.0,88.0
12.0,HOWRAH,167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",1,0.0,88.0
12.0,HOWRAH,174,Search - Mass Education & Library Related Schemes Information,1,0.0,88.0
12.0,HOWRAH,180,Apply - SHG Loan Application,1,0.0,88.0
12.0,HOWRAH,182,Apply - Construction of Boundary Wall,1,0.0,88.0
12.0,HOWRAH,203,Apply - Contractors License,1,0.0,88.0
12.0,HOWRAH,293,Apply - Farm Mechanisation,1,0.0,88.0
12.0,HOWRAH,295,Apply - Merit Scholarship Examination (NMMSE),1,0.0,88.0
12.0,HOWRAH,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),1,0.0,88.0
12.0,HOWRAH,302,Apply - Jaago,1,0.0,88.0
12.0,HOWRAH,304,Apply - Micro Finance Loan Minorities of West Bengal,1,0.0,88.0
12.0,HOWRAH,332,Search - Unpaid Water Supply Demand Print,1,0.0,88.0
12.0,HOWRAH,338,Apply - Online Mutation Application (only for KMC),1,0.0,88.0
12.0,HOWRAH,350,Online application for water tanker,1,0.0,88.0
12.0,HOWRAH,371,Search - Application Status of Certificate of Non-Forest Land,1,0.0,88.0
12.0,HOWRAH,380,Search Status of Seed License,1,0.0,88.0
12.0,HOWRAH,381,Download Certificate - Seed License,1,0.0,88.0
12.0,HOWRAH,384,Search - Fertilizer License Status ,1,0.0,88.0
12.0,HOWRAH,399,Apply - FPC Enrollment,1,0.0,88.0
12.0,HOWRAH,400,Apply - Group Enrollment Form other than FPC,1,0.0,88.0
12.0,HOWRAH,403,Apply - WBFDC Property Booking,1,0.0,88.0
12.0,HOWRAH,420,Search - Payment Receipt New Connection (LT),1,0.0,88.0
12.0,HOWRAH,423,Apply - Diploma in Pharmacy,1,0.0,88.0
12.0,HOWRAH,457,Search - PMSVA Nidhi Scheme,1,0.0,88.0
12.0,HOWRAH,471,Download- e-Assessment Slip & Print,1,0.0,88.0
12.0,HOWRAH,493,Apply - Registration of Association of Apartment Owners,1,0.0,88.0
12.0,HOWRAH,503,Edit - Bhabishyat Credit Card Scheme (WBBCCS) ,1,0.0,88.0
12.0,HOWRAH,507, Apply - Renewal of Trade License,1,0.0,88.0
12.0,HOWRAH,379,Apply - Renewal of Conductor Licence Application ,1,0.0,88.0
12.0,HOWRAH,466,Vahan - Mobile Number Update,1,0.0,88.0
12.0,HOWRAH,360,Download -License Certificate (e-Parimap),1,0.0,88.0
12.0,HOWRAH,428,Apply - No Objection Certificate (NOC),1,0.0,88.0
12.0,HOWRAH,97,Apply - Consumer Grievance,1,0.0,88.0
12.0,HOWRAH,359,Download  - Registration Certificate (e-Parimap),1,0.0,88.0
13.0,JALPAIGURI,352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3741,15.7,1.0
13.0,JALPAIGURI,6,Caste Certificate,2916,12.2,2.0
13.0,JALPAIGURI,128,Apply - Aadhaar & Mobile Link with Digital Ration Card,2487,10.4,3.0
13.0,JALPAIGURI,408,Search - Status of Application of Swasthya Sathi Card,2261,9.5,4.0
13.0,JALPAIGURI,127,Search - Application Status of Digital Ration Card Application,2030,8.5,5.0
13.0,JALPAIGURI,199,Apply - Payment of WBSEDCL Electricity Bill,1508,6.3,6.0
13.0,JALPAIGURI,155,Apply - Submission of Form for Electoral Roll,1443,6.0,7.0
13.0,JALPAIGURI,126,Apply - New Digital Ration Card,1370,5.7,8.0
13.0,JALPAIGURI,392,Modify - Add member / FPS of Ration Card Holder,1367,5.7,9.0
13.0,JALPAIGURI,358,Search - Download of e-Ration Card,1132,4.7,10.0
13.0,JALPAIGURI,4,Application for Income Certificates,1104,4.6,11.0
13.0,JALPAIGURI,156,Apply - Verification of Electoral Roll Online,771,3.2,12.0
13.0,JALPAIGURI,369,Status - Application of Learners Licence,622,2.6,13.0
13.0,JALPAIGURI,267,Info - Old Age Pension Scheme,549,2.3,14.0
13.0,JALPAIGURI,22,Apply - Land Revenue (Khajna),477,2.0,15.0
13.0,JALPAIGURI,233,Apply - Driving Licence,465,1.9,16.0
13.0,JALPAIGURI,406,Apply- Addition of New Member after Receiving Card (Form â A),454,1.9,17.0
13.0,JALPAIGURI,368,Application for applying learners licence,312,1.3,18.0
13.0,JALPAIGURI,405,Modify - Member Name Correction after Receiving Card (Form â C),307,1.3,19.0
13.0,JALPAIGURI,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),297,1.2,20.0
13.0,JALPAIGURI,131,Apply for Birth & Death Certificate,294,1.2,21.0
13.0,JALPAIGURI,326,Registration - Micro Irrigation,254,1.1,22.0
13.0,JALPAIGURI,151,Apply - Local Residence (Domicile) Certificate,241,1.0,23.0
13.0,JALPAIGURI,367,Search - GRN Information,166,0.7,24.0
13.0,JALPAIGURI,382,Status of Application (Krishak Bandhu),147,0.6,25.0
13.0,JALPAIGURI,407,Modify - Member Deletion after Receiving Card (Form â D),141,0.6,26.0
13.0,JALPAIGURI,165,Apply - Yuvashree Scheme Application ,134,0.6,27.0
13.0,JALPAIGURI,84,Search  - Kishan Mandi Information,116,0.5,28.0
13.0,JALPAIGURI,266,Info - Widow Pension Scheme,112,0.5,29.0
13.0,JALPAIGURI,470,Payment - e-Payment Stamp Duty & Registration Fees,109,0.5,30.0
13.0,JALPAIGURI,272,Apply - Rupashree Prakalpa,88,0.4,31.0
13.0,JALPAIGURI,168,Apply - Mutation Application,75,0.3,32.0
13.0,JALPAIGURI,234,Apply - Renewal of Driving Licence,69,0.3,33.0
13.0,JALPAIGURI,357,Payment History - WBSEDCL,69,0.3,33.0
13.0,JALPAIGURI,388,Search - Application Status,66,0.3,34.0
13.0,JALPAIGURI,363,Apply - Download and Print Birth Certificate,52,0.2,35.0
13.0,JALPAIGURI,195,Apply - Online Trade Registration,48,0.2,36.0
13.0,JALPAIGURI,356,Search - Regenerate Receipt of WBSEDCL,48,0.2,36.0
13.0,JALPAIGURI,243,Application for mutation of holding in municipality/ Municipal Corporation,46,0.2,37.0
13.0,JALPAIGURI,172,Search - Property Information,45,0.2,38.0
13.0,JALPAIGURI,306,Search - NSAP under Jai Bangla,44,0.2,39.0
13.0,JALPAIGURI,478,Apply - Ordinary Residencial Certificate,43,0.2,40.0
13.0,JALPAIGURI,244,Search - e-Services Information of Municipal / Urban services,42,0.2,41.0
13.0,JALPAIGURI,364,Apply - Download and Print Death Certificate,40,0.2,42.0
13.0,JALPAIGURI,96,Search - Taposali Bandhu Pension Scheme,38,0.2,43.0
13.0,JALPAIGURI,184,Search - Bangla Awas Yojana,37,0.2,44.0
13.0,JALPAIGURI,484,eChallan,36,0.2,45.0
13.0,JALPAIGURI,253,Apply - Issuance of Trade Licence in Municipal Areas,32,0.1,46.0
13.0,JALPAIGURI,86,Search - Price Information,31,0.1,47.0
13.0,JALPAIGURI,175,Apply - Karma Sathi Prakalpa Scheme,31,0.1,47.0
13.0,JALPAIGURI,188,Search- Samabyathi Scheme Information,29,0.1,48.0
13.0,JALPAIGURI,2,Application for Aikyasree Scholarship,25,0.1,49.0
13.0,JALPAIGURI,365,Apply - Conversion Application,25,0.1,49.0
13.0,JALPAIGURI,393,Search - Schedule Paddy Sale,25,0.1,49.0
13.0,JALPAIGURI,124,Apply - Farmer Registration Paddy Sale,23,0.1,50.0
13.0,JALPAIGURI,170,Apply - Plot Information,19,0.1,51.0
13.0,JALPAIGURI,146,Apply - Swami Vivekananda Scholarship,18,0.1,52.0
13.0,JALPAIGURI,255,Apply - Renewal of Trade License in Municipal Areas,17,0.1,53.0
13.0,JALPAIGURI,1,Search - Application Status of Kanyasree Prakalpa,16,0.1,54.0
13.0,JALPAIGURI,194,Search - Gram Panchayat Tax Payment,16,0.1,54.0
13.0,JALPAIGURI,69,Apply - Krishak Bandhu Scheme,14,0.1,55.0
13.0,JALPAIGURI,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),13,0.1,56.0
13.0,JALPAIGURI,485,eDistrict Dashboard,13,0.1,56.0
13.0,JALPAIGURI,192,Application for EWS Certificates,12,0.1,57.0
13.0,JALPAIGURI,307,Apply - Approval of Building/Plan,12,0.1,57.0
13.0,JALPAIGURI,293,Apply - Farm Mechanisation,11,0.0,58.0
13.0,JALPAIGURI,425,Search - Payment of Tax (MV),11,0.0,58.0
13.0,JALPAIGURI,241,Info - Jai Johar Pension Scheme Application,9,0.0,59.0
13.0,JALPAIGURI,476,Apply - Disability Certificate,9,0.0,59.0
13.0,JALPAIGURI,480,Apply - Permission for Delayed Registration of Death,9,0.0,59.0
13.0,JALPAIGURI,426,Apply - Transfer of Ownership,9,0.0,59.0
13.0,JALPAIGURI,334,Apply - Student Credit Card,7,0.0,60.0
13.0,JALPAIGURI,479,Apply - Permission for Delayed Registration of Birth,7,0.0,60.0
13.0,JALPAIGURI,164,Apply - Samajik Suraksha Yojana Application ,6,0.0,61.0
13.0,JALPAIGURI,481,Apply - Redressal of RTI queries & Tracking,6,0.0,61.0
13.0,JALPAIGURI,94,Search - Sabuj Sathi Scheme Information,5,0.0,62.0
13.0,JALPAIGURI,154,Apply - Gorkha Certificate,5,0.0,62.0
13.0,JALPAIGURI,477,Apply - Distance Certificate for Students,5,0.0,62.0
13.0,JALPAIGURI,427,Vahan - Change of Address / Hypothecation addition / Duplicate RC,5,0.0,62.0
13.0,JALPAIGURI,112,Valuation - Stamp Duty Information,4,0.0,63.0
13.0,JALPAIGURI,125,Search  - Payment Status of Paddy Sold,4,0.0,63.0
13.0,JALPAIGURI,173,Apply - Marriage Certificate ,4,0.0,63.0
13.0,JALPAIGURI,201,Apply - New Electrical Supervisor License,4,0.0,63.0
13.0,JALPAIGURI,416,Search - Download Marriage Certificate,4,0.0,63.0
13.0,JALPAIGURI,468,Apply - Registration of Migrant Workers,4,0.0,63.0
13.0,JALPAIGURI,475,Search - Deed by Deed Number & Query Number ,4,0.0,63.0
13.0,JALPAIGURI,119,Payment - Tax or Fees,3,0.0,64.0
13.0,JALPAIGURI,140,Search - Blood Test Report,3,0.0,64.0
13.0,JALPAIGURI,242,Apply - Payment of Municipal & Corporation Tax,3,0.0,64.0
13.0,JALPAIGURI,331,Training Centre details (Paschim Banga Society for Skill Development),3,0.0,64.0
13.0,JALPAIGURI,347,Apply - Closure of Existing (CE) Application  (only for KMC),3,0.0,64.0
13.0,JALPAIGURI,401,Online Application for Defaulter Renewal Application,3,0.0,64.0
13.0,JALPAIGURI,404,Search - Blood Bank Information,3,0.0,64.0
13.0,JALPAIGURI,457,Search - PMSVA Nidhi Scheme,3,0.0,64.0
13.0,JALPAIGURI,469,Apply - New e-Requisition Form,3,0.0,64.0
13.0,JALPAIGURI,429,Apply - Renewal of Registration (RC),3,0.0,64.0
13.0,JALPAIGURI,10,Apply - Online Application for WBPRB,2,0.0,65.0
13.0,JALPAIGURI,85,Apply - Sufal Bangla Individual Enrollment Form,2,0.0,65.0
13.0,JALPAIGURI,88,Search - Price Information of Daily Market,2,0.0,65.0
13.0,JALPAIGURI,179,Apply - Fresh Term Loan Application,2,0.0,65.0
13.0,JALPAIGURI,198,Apply - New Electricity Connection of LT/HT Application,2,0.0,65.0
13.0,JALPAIGURI,229,Search - West Bengal Homestay,2,0.0,65.0
13.0,JALPAIGURI,295,Apply - Merit Scholarship Examination (NMMSE),2,0.0,65.0
13.0,JALPAIGURI,327,Apply - Scholarship of Students with Disabilities,2,0.0,65.0
13.0,JALPAIGURI,354,Payment - Electricity Bill of CESC,2,0.0,65.0
13.0,JALPAIGURI,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,2,0.0,65.0
13.0,JALPAIGURI,403,Apply - WBFDC Property Booking,2,0.0,65.0
13.0,JALPAIGURI,415,Apply - Request to Change of Marriage Officer,2,0.0,65.0
13.0,JALPAIGURI,471,Download- e-Assessment Slip & Print,2,0.0,65.0
13.0,JALPAIGURI,483,Registration & Admission,2,0.0,65.0
13.0,JALPAIGURI,466,Vahan - Mobile Number Update,2,0.0,65.0
13.0,JALPAIGURI,100,Apply - License for e-Parimap,2,0.0,65.0
13.0,JALPAIGURI,95,Search - Sikshashree Information,1,0.0,66.0
13.0,JALPAIGURI,102,Search - Cooperative information,1,0.0,66.0
13.0,JALPAIGURI,109,Apply - PSC Job Application,1,0.0,66.0
13.0,JALPAIGURI,111,Deed - Certified Copy,1,0.0,66.0
13.0,JALPAIGURI,120,Apply - Renewal of Fire Safety Certificate,1,0.0,66.0
13.0,JALPAIGURI,138,Apply - OPD Registration,1,0.0,66.0
13.0,JALPAIGURI,158, Search - Term Loan Status,1,0.0,66.0
13.0,JALPAIGURI,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,1,0.0,66.0
13.0,JALPAIGURI,163,Search - Registration of Transport Workers Pension Scheme Information,1,0.0,66.0
13.0,JALPAIGURI,167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",1,0.0,66.0
13.0,JALPAIGURI,169,Apply - ROR Application ,1,0.0,66.0
13.0,JALPAIGURI,171,Apply - Map Service,1,0.0,66.0
13.0,JALPAIGURI,182,Apply - Construction of Boundary Wall,1,0.0,66.0
13.0,JALPAIGURI,187,Search- Nirmal Bangla scheme,1,0.0,66.0
13.0,JALPAIGURI,202,Apply - Renewal of Electrical Supervisor License,1,0.0,66.0
13.0,JALPAIGURI,220,Apply - WBSSP Application ,1,0.0,66.0
13.0,JALPAIGURI,250,Search - SWM Demand Print,1,0.0,66.0
13.0,JALPAIGURI,265,Search - Jal Dharo Jal Bharo Scheme,1,0.0,66.0
13.0,JALPAIGURI,275,Apply - Grievance to CMO,1,0.0,66.0
13.0,JALPAIGURI,342,Search - Printing of Renewal Demand (CE)  (only for KMC),1,0.0,66.0
13.0,JALPAIGURI,343,Apply - New License (CE) Application  (only for KMC),1,0.0,66.0
13.0,JALPAIGURI,399,Apply - FPC Enrollment,1,0.0,66.0
13.0,JALPAIGURI,400,Apply - Group Enrollment Form other than FPC,1,0.0,66.0
13.0,JALPAIGURI,412,Apply - Certified Copy of Marriage Records,1,0.0,66.0
13.0,JALPAIGURI,413,Search - Marriage Record,1,0.0,66.0
13.0,JALPAIGURI,421,New Connection (LT) - New Connection Application Status,1,0.0,66.0
13.0,JALPAIGURI,423,Apply - Diploma in Pharmacy,1,0.0,66.0
13.0,JALPAIGURI,482,Search Preferred Colleges & Courses,1,0.0,66.0
13.0,JALPAIGURI,501,Apply - One-time financial assistance to Individual Handloom Weavers,1,0.0,66.0
14.0,MALDAH,352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,10837,24.1,1.0
14.0,MALDAH,128,Apply - Aadhaar & Mobile Link with Digital Ration Card,6076,13.5,2.0
14.0,MALDAH,199,Apply - Payment of WBSEDCL Electricity Bill,4145,9.2,3.0
14.0,MALDAH,408,Search - Status of Application of Swasthya Sathi Card,2739,6.1,4.0
14.0,MALDAH,127,Search - Application Status of Digital Ration Card Application,2406,5.3,5.0
14.0,MALDAH,392,Modify - Add member / FPS of Ration Card Holder,1915,4.3,6.0
14.0,MALDAH,4,Application for Income Certificates,1832,4.1,7.0
14.0,MALDAH,358,Search - Download of e-Ration Card,1700,3.8,8.0
14.0,MALDAH,6,Caste Certificate,1474,3.3,9.0
14.0,MALDAH,131,Apply for Birth & Death Certificate,1378,3.1,10.0
14.0,MALDAH,126,Apply - New Digital Ration Card,1366,3.0,11.0
14.0,MALDAH,155,Apply - Submission of Form for Electoral Roll,1342,3.0,12.0
14.0,MALDAH,69,Apply - Krishak Bandhu Scheme,1270,2.8,13.0
14.0,MALDAH,267,Info - Old Age Pension Scheme,1205,2.7,14.0
14.0,MALDAH,476,Apply - Disability Certificate,1181,2.6,15.0
14.0,MALDAH,382,Status of Application (Krishak Bandhu),1001,2.2,16.0
14.0,MALDAH,406,Apply- Addition of New Member after Receiving Card (Form â A),858,1.9,17.0
14.0,MALDAH,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),756,1.7,18.0
14.0,MALDAH,363,Apply - Download and Print Birth Certificate,686,1.5,19.0
14.0,MALDAH,156,Apply - Verification of Electoral Roll Online,614,1.4,20.0
14.0,MALDAH,275,Apply - Grievance to CMO,579,1.3,21.0
14.0,MALDAH,22,Apply - Land Revenue (Khajna),452,1.0,22.0
14.0,MALDAH,151,Apply - Local Residence (Domicile) Certificate,435,1.0,23.0
14.0,MALDAH,405,Modify - Member Name Correction after Receiving Card (Form â C),431,1.0,24.0
14.0,MALDAH,233,Apply - Driving Licence,390,0.9,25.0
14.0,MALDAH,367,Search - GRN Information,350,0.8,26.0
14.0,MALDAH,331,Training Centre details (Paschim Banga Society for Skill Development),325,0.7,27.0
14.0,MALDAH,168,Apply - Mutation Application,323,0.7,28.0
14.0,MALDAH,393,Search - Schedule Paddy Sale,320,0.7,29.0
14.0,MALDAH,169,Apply - ROR Application ,318,0.7,30.0
14.0,MALDAH,357,Payment History - WBSEDCL,270,0.6,31.0
14.0,MALDAH,368,Application for applying learners licence,264,0.6,32.0
14.0,MALDAH,170,Apply - Plot Information,229,0.5,33.0
14.0,MALDAH,407,Modify - Member Deletion after Receiving Card (Form â D),223,0.5,34.0
14.0,MALDAH,478,Apply - Ordinary Residencial Certificate,203,0.5,35.0
14.0,MALDAH,184,Search - Bangla Awas Yojana,197,0.4,36.0
14.0,MALDAH,356,Search - Regenerate Receipt of WBSEDCL,187,0.4,37.0
14.0,MALDAH,485,eDistrict Dashboard,175,0.4,38.0
14.0,MALDAH,84,Search  - Kishan Mandi Information,171,0.4,39.0
14.0,MALDAH,266,Info - Widow Pension Scheme,168,0.4,40.0
14.0,MALDAH,364,Apply - Download and Print Death Certificate,163,0.4,41.0
14.0,MALDAH,146,Apply - Swami Vivekananda Scholarship,157,0.3,42.0
14.0,MALDAH,194,Search - Gram Panchayat Tax Payment,142,0.3,43.0
14.0,MALDAH,165,Apply - Yuvashree Scheme Application ,139,0.3,44.0
14.0,MALDAH,64,Search - Bangla Shasya Bima,128,0.3,45.0
14.0,MALDAH,124,Apply - Farmer Registration Paddy Sale,123,0.3,46.0
14.0,MALDAH,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),122,0.3,47.0
14.0,MALDAH,369,Status - Application of Learners Licence,120,0.3,48.0
14.0,MALDAH,164,Apply - Samajik Suraksha Yojana Application ,114,0.3,49.0
14.0,MALDAH,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),113,0.3,50.0
14.0,MALDAH,272,Apply - Rupashree Prakalpa,110,0.2,51.0
14.0,MALDAH,479,Apply - Permission for Delayed Registration of Birth,106,0.2,52.0
14.0,MALDAH,234,Apply - Renewal of Driving Licence,94,0.2,53.0
14.0,MALDAH,469,Apply - New e-Requisition Form,93,0.2,54.0
14.0,MALDAH,484,eChallan,87,0.2,55.0
14.0,MALDAH,172,Search - Property Information,85,0.2,56.0
14.0,MALDAH,388,Search - Application Status,80,0.2,57.0
14.0,MALDAH,472,Application - Refund of e-Payment,80,0.2,57.0
14.0,MALDAH,125,Search  - Payment Status of Paddy Sold,77,0.2,58.0
14.0,MALDAH,138,Apply - OPD Registration,77,0.2,58.0
14.0,MALDAH,470,Payment - e-Payment Stamp Duty & Registration Fees,73,0.2,59.0
14.0,MALDAH,473,Search - Deed By Seller/Buyer/Party Name,66,0.1,60.0
14.0,MALDAH,295,Apply - Merit Scholarship Examination (NMMSE),64,0.1,61.0
14.0,MALDAH,243,Application for mutation of holding in municipality/ Municipal Corporation,59,0.1,62.0
14.0,MALDAH,475,Search - Deed by Deed Number & Query Number ,59,0.1,62.0
14.0,MALDAH,477,Apply - Distance Certificate for Students,55,0.1,63.0
14.0,MALDAH,425,Search - Payment of Tax (MV),54,0.1,64.0
14.0,MALDAH,195,Apply - Online Trade Registration,51,0.1,65.0
14.0,MALDAH,241,Info - Jai Johar Pension Scheme Application,50,0.1,66.0
14.0,MALDAH,365,Apply - Conversion Application,50,0.1,66.0
14.0,MALDAH,471,Download- e-Assessment Slip & Print,49,0.1,67.0
14.0,MALDAH,480,Apply - Permission for Delayed Registration of Death,49,0.1,67.0
14.0,MALDAH,2,Application for Aikyasree Scholarship,44,0.1,68.0
14.0,MALDAH,474,Search - Deed By Transacted Property Details,42,0.1,69.0
14.0,MALDAH,1,Search - Application Status of Kanyasree Prakalpa,41,0.1,70.0
14.0,MALDAH,63,Apply - Bangla Shasya Bima,35,0.1,71.0
14.0,MALDAH,404,Search - Blood Bank Information,35,0.1,71.0
14.0,MALDAH,85,Apply - Sufal Bangla Individual Enrollment Form,33,0.1,72.0
14.0,MALDAH,95,Search - Sikshashree Information,33,0.1,72.0
14.0,MALDAH,96,Search - Taposali Bandhu Pension Scheme,33,0.1,72.0
14.0,MALDAH,403,Apply - WBFDC Property Booking,29,0.1,73.0
14.0,MALDAH,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,28,0.1,74.0
14.0,MALDAH,119,Payment - Tax or Fees,26,0.1,75.0
14.0,MALDAH,171,Apply - Map Service,26,0.1,75.0
14.0,MALDAH,86,Search - Price Information,25,0.1,76.0
14.0,MALDAH,175,Apply - Karma Sathi Prakalpa Scheme,25,0.1,76.0
14.0,MALDAH,163,Search - Registration of Transport Workers Pension Scheme Information,24,0.1,77.0
14.0,MALDAH,166,Apply - Unemployment Allowance Application ,24,0.1,77.0
14.0,MALDAH,173,Apply - Marriage Certificate ,24,0.1,77.0
14.0,MALDAH,468,Apply - Registration of Migrant Workers,24,0.1,77.0
14.0,MALDAH,229,Search - West Bengal Homestay,23,0.1,78.0
14.0,MALDAH,416,Search - Download Marriage Certificate,23,0.1,78.0
14.0,MALDAH,228,Search - WBTDCL Properties Booking,21,0.0,79.0
14.0,MALDAH,334,Apply - Student Credit Card,20,0.0,80.0
14.0,MALDAH,343,Apply - New License (CE) Application  (only for KMC),20,0.0,80.0
14.0,MALDAH,413,Search - Marriage Record,20,0.0,80.0
14.0,MALDAH,457,Search - PMSVA Nidhi Scheme,20,0.0,80.0
14.0,MALDAH,154,Apply - Gorkha Certificate,18,0.0,81.0
14.0,MALDAH,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,17,0.0,82.0
14.0,MALDAH,400,Apply - Group Enrollment Form other than FPC,17,0.0,82.0
14.0,MALDAH,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),16,0.0,83.0
14.0,MALDAH,253,Apply - Issuance of Trade Licence in Municipal Areas,15,0.0,84.0
14.0,MALDAH,255,Apply - Renewal of Trade License in Municipal Areas,15,0.0,84.0
14.0,MALDAH,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,15,0.0,84.0
14.0,MALDAH,94,Search - Sabuj Sathi Scheme Information,14,0.0,85.0
14.0,MALDAH,196,Apply - Citizens Grievance Redressal,14,0.0,85.0
14.0,MALDAH,347,Apply - Closure of Existing (CE) Application  (only for KMC),14,0.0,85.0
14.0,MALDAH,354,Payment - Electricity Bill of CESC,14,0.0,85.0
14.0,MALDAH,481,Apply - Redressal of RTI queries & Tracking,14,0.0,85.0
14.0,MALDAH,414,Search - Application for Objection,13,0.0,86.0
14.0,MALDAH,419,Payment - New Connection E-Pay New Connection (LT) ,13,0.0,86.0
14.0,MALDAH,421,New Connection (LT) - New Connection Application Status,13,0.0,86.0
14.0,MALDAH,161,Apply - Building and other Construction Workers Pension Scheme,12,0.0,87.0
14.0,MALDAH,186,Search - Guideline & View Job Card Detail,12,0.0,87.0
14.0,MALDAH,247,Apply - Sanction of Water Connection  for Industrial Building in Municipal Areas,11,0.0,88.0
14.0,MALDAH,496,Search - Discover Your Eligible Schemes,11,0.0,88.0
14.0,MALDAH,130,Search - Food Processing & Horticulture Schemes Information,10,0.0,89.0
14.0,MALDAH,158, Search - Term Loan Status,10,0.0,89.0
14.0,MALDAH,201,Apply - New Electrical Supervisor License,10,0.0,89.0
14.0,MALDAH,188,Search- Samabyathi Scheme Information,9,0.0,90.0
14.0,MALDAH,211,Search - Drinking Water Schemes,9,0.0,90.0
14.0,MALDAH,293,Apply - Farm Mechanisation,9,0.0,90.0
14.0,MALDAH,327,Apply - Scholarship of Students with Disabilities,9,0.0,90.0
14.0,MALDAH,385,Download - Certificate of Fertilizer License,9,0.0,90.0
14.0,MALDAH,497,Apply - Self Certification of Fire Safety,9,0.0,90.0
14.0,MALDAH,491,Apply - Issuance of Fire Safety Recommendation,9,0.0,90.0
14.0,MALDAH,121,Apply - Issuance of Fire Safety Certificate,8,0.0,91.0
14.0,MALDAH,282,Search - Working Women Hostel Information,8,0.0,91.0
14.0,MALDAH,306,Search - NSAP under Jai Bangla,8,0.0,91.0
14.0,MALDAH,336,KYC for citizen  (only for KMC),8,0.0,91.0
14.0,MALDAH,337,Search - Print Duplicate Bill of PD (only for KMC),8,0.0,91.0
14.0,MALDAH,341,Apply - Assessment Register Printing  (only for KMC),8,0.0,91.0
14.0,MALDAH,420,Search - Payment Receipt New Connection (LT),8,0.0,91.0
14.0,MALDAH,432,Apply - BENFISH Property Booking,8,0.0,91.0
14.0,MALDAH,482,Search Preferred Colleges & Courses,8,0.0,91.0
14.0,MALDAH,198,Apply - New Electricity Connection of LT/HT Application,7,0.0,92.0
